I_CD_POST_SIEGE;libel_crt;NV_CD_POST;ZE;;;;;;;;CD;;POLE;;;
;;;;;;;;31029;61;;A27618;27618;;;;A27618
;;;;;;;;31030;61;;A27619;27619;27424;;;A27619
;;;;;;;;31031;7306;;A27620;27620;;;;A27620
;;;;;;;;31032;61;;A27621;27621;;;;A27621
;;;;;;;;31033;61;;A27622;27622;;;;A27622
;;;;;;;;31034;61;;A27623;27623;;;;A27623
;;;;;;;;31035;61;;A27624;27624;;;;A27624
;;;;;;;;31036;61;;A27625;27625;;;;A27625
;;;;;;;;31037;61;;A27626;27626;27089;;;A27626
;;;;;;;;31038;61;;A27627;27627;;;;A27627
;;;;;;;;31039;61;;A27628;27628;27049;;;A27628
;;;;;;;;31040;7306;;A27629;27629;;;;A27629
;;;;;;;;31041;7306;;A27630;27630;;;;A27630
;;;;;;;;31042;7306;;A27631;27631;;;;A27631
;;;;;;;;31043;7306;;A27632;27632;;;;A27632
;;;;;;;;31044;61;;A27633;27633;;;;A27633
;;;;;;;;31045;7306;;A27634;27634;27032;;;A27634
;;;;;;;;31046;7306;;A27635;27635;;;;A27635
;;;;;;;;31047;61;;A27636;27636;27638;;;A27636
;;;;;;;;31048;61;;A27637;27637;27105;;;A27637
;;;;;;;;31049;61;;A27638;27638;;;;A27638
;;;;;;;;31050;7306;;A27639;27639;27638;;;A27639
;;;;;;;;31051;61;;A27640;27640;;;;A27640
;;;;;;;;31052;61;;A27641;27641;;;;A27641
;;;;;;;;31053;61;;A27642;27642;27290;;;A27642
;;;;;;;;31054;61;;A27643;27643;;;;A27643
;;;;;;;;31055;61;;A27644;27644;;;;A27644
;;;;;;;;31056;61;;A27645;27645;;;;A27645
;;;;;;;;31057;61;;A27646;27646;;;;A27646
;;;;;;;;31058;61;;A27647;27647;27676;;;A27647
;;;;;;;;31059;61;;A27648;27648;27412;;;A27648
;;;;;;;;31060;61;;A27649;27649;;;;A27649
;;;;;;;;31061;61;;A27650;27650;;;;A27650
;;;;;;;;31062;61;;A27651;27651;27471;;;A27651
;;;;;;;;31063;61;;A27652;27652;;;;A27652
;;;;;;;;31064;7306;;A27653;27653;27213;;;A27653
;;;;;;;;31065;61;;A27654;27654;;;;A27654
;;;;;;;;31066;61;;A27655;27655;;;;A27655
;;;;;;;;31067;7306;;A27656;27656;;;;A27656
;;;;;;;;31068;7306;;A27657;27657;27089;;;A27657
;;;;;;;;31069;61;;A27658;27658;;;;A27658
;;;;;;;;31070;7306;;A27659;27659;;;;A27659
;;;;;;;;31071;61;;A27660;27660;;;;A27660
;;;;;;;;31072;61;;A27661;27661;;;;A27661
;;;;;;;;31073;61;;A27662;27662;;;;A27662
;;;;;;;;31074;61;;A27663;27663;;;;A27663
;;;;;;;;31075;61;;A27664;27664;;;;A27664
;;;;;;;;31076;7306;;A27665;27665;;;;A27665
;;;;;;;;31077;61;;A27666;27666;;;;A27666
;;;;;;;;31078;7310;;A27667;27667;;;;A27667
;;;;;;;;31079;61;;A27668;27668;;;;A27668
;;;;;;;;31080;61;;A27669;27669;;;;A27669
;;;;;;;;31081;7306;;A27670;27670;;;;A27670
;;;;;;;;31082;61;;A27671;27671;;;;A27671
;;;;;;;;31083;61;;A27672;27672;;;;A27672
;;;;;;;;31084;61;;A27673;27673;;;;A27673
;;;;;;;;31085;7306;;A27674;27674;;;;A27674
;;;;;;;;31086;61;;A27675;27675;27096;;;A27675
;;;;;;;;31087;61;;A27676;27676;;;;A27676
;;;;;;;;31088;61;;A27677;27677;;;;A27677
;;;;;;;;31089;61;;A27678;27678;;;;A27678
;;;;;;;;31090;61;;A27679;27679;;;;A27679
;;;;;;;;31091;61;;A27679;27679;;;;A27679
;;;;;;;;31092;7306;;A27679;27679;;;;A27679
;;;;;;;;31093;61;;A27680;27680;;;;A27680
;;;;;;;;31094;61;;A27681;27681;;;;A27681
;;;;;;;;31095;7306;;A27682;27682;;;;A27682
;;;;;;;;31096;61;;A27683;27683;;;;A27683
;;;;;;;;31097;61;;A27684;27684;;;;A27684
;;;;;;;;31098;61;;A27685;27685;;;;A27685
;;;;;;;;31099;61;;A27686;27686;;;;A27686
;;;;;;;;31100;61;;A27687;27687;27022;;;A27687
;;;;;;;;31101;61;;A27688;27688;27693;;;A27688
;;;;;;;;31102;61;;A27689;27689;;;;A27689
;;;;;;;;31103;61;;A27690;27690;;;;A27690
;;;;;;;;31104;61;;A27691;27691;;;;A27691
;;;;;;;;31105;61;;A27692;27692;;;;A27692
;;;;;;;;31106;61;;A27693;27693;;;;A27693
;;;;;;;;31107;61;;A27694;27694;;;;A27694
;;;;;;;;31108;7306;;A27695;27695;;;;A27695
;;;;;;;;31109;61;;A27696;27696;;;;A27696
;;;;;;;;31110;61;;A27697;27697;;;;A27697
;;;;;;;;31111;61;;A27698;27698;;;;A27698
;;;;;;;;31112;7302;;A27699;27699;;;;A27699
;;;;;;;;31113;61;;A27700;27700;;;;A27700
;;;;;;;;31114;7302;;A27701;27701;;;;A27701
;;;;;;;;31115;61;;A28001;28001;;;;A28001
;;;;;;;;31116;61;;A28002;28002;;;;A28002
;;;;;;;;31117;61;;A28003;28003;;;;A28003
;;;;;;;;31118;61;;A28004;28004;;;;A28004
;;;;;;;;31119;61;;A28005;28005;;;;A28005
;;;;;;;;31120;61;;A28006;28006;;;;A28006
;;;;;;;;31121;61;;A28007;28007;;;;A28007
;;;;;;;;31122;61;;A28008;28008;;;;A28008
;;;;;;;;31123;7306;;A28009;28009;;;;A28009
;;;;;;;;31124;7306;;A28010;28010;;;;A28010
;;;;;;;;31125;7306;;A28011;28011;28023;;;A28011
;;;;;;;;31126;61;;A28012;28012;;;;A28012
;;;;;;;;31127;7306;;A28013;28013;;;;A28013
;;;;;;;;31128;61;;A28014;28014;;;;A28014
;;;;;;;;31129;7306;;A28015;28015;;;;A28015
;;;;;;;;31130;7306;;A28016;28016;;;;A28016
;;;;;;;;31131;7306;;A28017;28017;28103;;;A28017
;;;;;;;;31132;7306;;A28018;28018;;;;A28018
;;;;;;;;31133;7306;;A28019;28019;;;;A28019
;;;;;;;;31134;61;;A28020;28020;28406;;;A28020
;;;;;;;;31135;61;;A28021;28021;;;;A28021
;;;;;;;;31136;61;;A28022;28022;;;;A28022
;;;;;;;;31137;61;;A28023;28023;;;;A28023
;;;;;;;;31138;7306;;A28024;28024;;;;A28024
;;;;;;;;31139;7306;;A28025;28025;;;;A28025
;;;;;;;;31140;7306;;A28026;28026;;;;A28026
;;;;;;;;31141;61;;A28027;28027;;;;A28027
;;;;;;;;31142;7306;;A28028;28028;;;;A28028
;;;;;;;;31143;7306;;A28029;28029;;;;A28029
;;;;;;;;31144;7306;;A28030;28030;;;;A28030
;;;;;;;;31145;61;;A28031;28031;;;;A28031
;;;;;;;;31146;7306;;A28032;28032;;;;A28032
;;;;;;;;31147;7306;;A28033;28033;;;;A28033
;;;;;;;;31148;61;;A28034;28034;;;;A28034
;;;;;;;;31149;61;;A28035;28035;;;;A28035
;;;;;;;;31150;61;;A28036;28036;;;;A28036
;;;;;;;;31151;61;;A28037;28037;;;;A28037
;;;;;;;;31152;61;;A28038;28038;;;;A28038
;;;;;;;;31153;61;;A28039;28039;;;;A28039
;;;;;;;;31155;7306;;A28040;28040;;;;A28040
;;;;;;;;31156;61;;A28041;28041;;;;A28041
;;;;;;;;31157;61;;A28042;28042;28015;;;A28042
;;;;;;;;31158;7306;;A28043;28043;28226;;;A28043
;;;;;;;;31159;7306;;A28044;28044;28012;;;A28044
;;;;;;;;31160;61;;A28045;28045;;;;A28045
;;;;;;;;31161;61;;A28046;28046;;;;A28046
;;;;;;;;31162;61;;A28047;28047;;;;A28047
;;;;;;;;31163;61;;A28048;28048;;;;A28048
;;;;;;;;31164;61;;A28049;28049;;;;A28049
;;;;;;;;31165;61;;A28050;28050;;;;A28050
;;;;;;;;31166;61;;A28051;28051;;;;A28051
;;;;;;;;31167;7306;;A28052;28052;;;;A28052
;;;;;;;;31168;61;;A28053;28053;;;;A28053
;;;;;;;;31169;61;;A28054;28054;;;;A28054
;;;;;;;;31170;61;;A28055;28055;;;;A28055
;;;;;;;;31171;61;;A28056;28056;;;;A28056
;;;;;;;;31172;61;;A28057;28057;;;;A28057
;;;;;;;;31173;61;;A28058;28058;;;;A28058
;;;;;;;;31174;7306;;A28059;28059;;;;A28059
;;;;;;;;31175;7306;;A28060;28060;;;;A28060
;;;;;;;;31176;7306;;A28061;28061;;;;A28061
;;;;;;;;31177;7306;;A28062;28062;;;;A28062
;;;;;;;;31178;61;;A28063;28063;;;;A28063
;;;;;;;;31179;61;;A28064;28064;;;;A28064
;;;;;;;;31180;61;;A28065;28065;;;;A28065
;;;;;;;;31181;61;;A28066;28066;28127;;;A28066
;;;;;;;;31182;61;;A28067;28067;;;;A28067
;;;;;;;;31183;7302;;A28068;28068;;;;A28068
;;;;;;;;31184;61;;A28069;28069;28185;;;A28069
;;;;;;;;31185;61;;A28070;28070;;;;A28070
;;;;;;;;31186;61;;A28071;28071;;;;A28071
;;;;;;;;31187;61;;A28072;28072;;;;A28072
;;;;;;;;31188;61;;A28073;28073;;;;A28073
;;;;;;;;31189;61;;A28074;28074;;;;A28074
;;;;;;;;31190;7306;;A28075;28075;;;;A28075
;;;;;;;;31191;7302;;A28076;28076;;;;A28076
;;;;;;;;31192;61;;A28077;28077;;;;A28077
;;;;;;;;31193;61;;A28078;28078;;;;A28078
;;;;;;;;31194;61;;A28079;28079;;;;A28079
;;;;;;;;31195;7302;;A28080;28080;;;;A28080
;;;;;;;;31196;61;;A28081;28081;;;;A28081
;;;;;;;;31197;7306;;A28082;28082;;;;A28082
;;;;;;;;31198;61;;A28083;28083;28103;;;A28083
;;;;;;;;31199;7306;;A28084;28084;;;;A28084
;;;;;;;;31200;7306;;A28085;28085;;;;A28085
;;;;;;;;31201;61;;A28085;28085;;;;A28085
;;;;;;;;31202;61;;A28085;28085;;;;A28085
;;;;;;;;31203;61;;A28085;28085;;;;A28085
;;;;;;;;31204;61;;A28086;28086;;;;A28086
;;;;;;;;31205;61;;A28087;28087;;;;A28087
;;;;;;;;31206;61;;A28088;28088;;;;A28088
;;;;;;;;31207;7306;;A28089;28089;;;;A28089
;;;;;;;;31208;7306;;A28090;28090;;;;A28090
;;;;;;;;31209;61;;A28091;28091;;;;A28091
;;;;;;;;31210;61;;A28092;28092;;;;A28092
;;;;;;;;31211;61;;A28093;28093;28012;;;A28093
;;;;;;;;31212;61;;A28094;28094;;;;A28094
;;;;;;;;31213;7306;;A28095;28095;;;;A28095
;;;;;;;;31215;61;;A28096;28096;;;;A28096
;;;;;;;;31216;61;;A28097;28097;28393;;;A28097
;;;;;;;;31217;7306;;A28098;28098;;;;A28098
;;;;;;;;31218;61;;A28099;28099;;;;A28099
;;;;;;;;31219;61;;A28100;28100;;;;A28100
;;;;;;;;31220;61;;A28101;28101;28330;;;A28101
;;;;;;;;31221;7306;;A28102;28102;;;;A28102
;;;;;;;;31222;7306;;A28103;28103;;;;A28103
;;;;;;;;31223;61;;A28104;28104;;;;A28104
;;;;;;;;31224;7306;;A28105;28105;;;;A28105
;;;;;;;;31225;61;;A28106;28106;;;;A28106
;;;;;;;;31226;61;;A28107;28107;;;;A28107
;;;;;;;;31227;61;;A28108;28108;;;;A28108
;;;;;;;;31228;61;;A28109;28109;;;;A28109
;;;;;;;;31229;61;;A28110;28110;;;;A28110
;;;;;;;;31230;61;;A28111;28111;;;;A28111
;;;;;;;;31231;61;;A28112;28112;;;;A28112
;;;;;;;;31232;61;;A28113;28113;;;;A28113
;;;;;;;;31233;61;;A28114;28114;;;;A28114
;;;;;;;;31234;61;;A28115;28115;28012;;;A28115
;;;;;;;;31235;7306;;A28116;28116;;;;A28116
;;;;;;;;31236;7302;;A28117;28117;;;;A28117
;;;;;;;;31237;7302;;A28118;28118;;;;A28118
;;;;;;;;31238;7306;;A28119;28119;;;;A28119
;;;;;;;;31239;61;;A28120;28120;;;;A28120
;;;;;;;;31240;61;;A28121;28121;;;;A28121
;;;;;;;;31241;7306;;A28122;28122;;;;A28122
;;;;;;;;31242;7306;;A28123;28123;;;;A28123
;;;;;;;;31243;61;;A28124;28124;;;;A28124
;;;;;;;;31244;7306;;A28125;28125;28226;;;A28125
;;;;;;;;31245;7306;;A28126;28126;;;;A28126
;;;;;;;;31246;7306;;A28127;28127;;;;A28127
;;;;;;;;31247;7306;;A28127;28127;;;;A28127
;;;;;;;;31248;61;;A28127;28127;;;;A28127
;;;;;;;;31249;61;;A28128;28128;;;;A28128
;;;;;;;;31250;61;;A28129;28129;;;;A28129
;;;;;;;;31251;61;;A28130;28130;;;;A28130
;;;;;;;;31252;61;;A28131;28131;91016;;;A28131
;;;;;;;;31253;61;;A28132;28132;;;;A28132
;;;;;;;;31254;61;;A28133;28133;28103;;;A28133
;;;;;;;;31255;7306;;A28134;28134;;;;A28134
;;;;;;;;31256;61;;A28134;28134;;;;A28134
;;;;;;;;31258;61;;A28134;28134;;;;A28134
;;;;;;;;31259;61;;A28135;28135;;;;A28135
;;;;;;;;31260;61;;A28136;28136;;;;A28136
;;;;;;;;31261;61;;A28137;28137;;;;A28137
;;;;;;;;31262;61;;A28138;28138;28393;;;A28138
;;;;;;;;31263;61;;A28139;28139;;;;A28139
;;;;;;;;31264;61;;A28140;28140;;;;A28140
;;;;;;;;31265;61;;A28141;28141;;;;A28141
;;;;;;;;31266;61;;A28142;28142;;;;A28142
;;;;;;;;31267;61;;A28143;28143;;;;A28143
;;;;;;;;31268;7306;;A28144;28144;;;;A28144
;;;;;;;;31269;61;;A28145;28145;28406;;;A28145
;;;;;;;;31270;7306;;A28146;28146;;;;A28146
;;;;;;;;31271;61;;A28147;28147;;;;A28147
;;;;;;;;31272;61;;A28148;28148;;;;A28148
;;;;;;;;31273;61;;A28149;28149;;;;A28149
;;;;;;;;31274;7306;;A28150;28150;28103;;;A28150
;;;;;;;;31275;61;;A28151;28151;;;;A28151
;;;;;;;;31276;7306;;A28152;28152;28226;;;A28152
;;;;;;;;31277;61;;A28153;28153;;;;A28153
;;;;;;;;31278;7306;;A28154;28154;;;;A28154
;;;;;;;;31279;61;;A28155;28155;;;;A28155
;;;;;;;;31280;61;;A28156;28156;;;;A28156
;;;;;;;;31281;61;;A28157;28157;;;;A28157
;;;;;;;;31282;61;;A28158;28158;;;;A28158
;;;;;;;;31283;61;;A28159;28159;;;;A28159
;;;;;;;;31284;61;;A28160;28160;;;;A28160
;;;;;;;;31285;61;;A28161;28161;;;;A28161
;;;;;;;;31286;61;;A28162;28162;;;;A28162
;;;;;;;;31287;61;;A28163;28163;;;;A28163
;;;;;;;;31288;61;;A28164;28164;;;;A28164
;;;;;;;;31289;7310;;A28165;28165;;;;A28165
;;;;;;;;31290;7306;;A28166;28166;;;;A28166
;;;;;;;;31291;61;;A28167;28167;;;;A28167
;;;;;;;;31292;61;;A28168;28168;;;;A28168
;;;;;;;;31293;61;;A28169;28169;;;;A28169
;;;;;;;;31294;7306;;A28170;28170;;;;A28170
;;;;;;;;31295;7306;;A28171;28171;;;;A28171
;;;;;;;;31296;7302;;A28172;28172;;;;A28172
;;;;;;;;31297;61;;A28173;28173;;;;A28173
;;;;;;;;31298;7306;;A28174;28174;28386;;;A28174
;;;;;;;;31299;61;;A28175;28175;;;;A28175
;;;;;;;;31300;7306;;A28176;28176;;;;A28176
;;;;;;;;31301;61;;A28177;28177;;;;A28177
;;;;;;;;31302;7306;;A28178;28178;;;;A28178
;;;;;;;;31303;61;;A28179;28179;28406;;;A28179
;;;;;;;;31304;61;;A28180;28180;;;;A28180
;;;;;;;;31305;7306;;A28181;28181;28393;;;A28181
;;;;;;;;31306;7306;;A28182;28182;;;;A28182
;;;;;;;;31308;7306;;A28183;28183;;;;A28183
;;;;;;;;31309;61;;A28183;28183;;;;A28183
;;;;;;;;31310;61;;A28183;28183;;;;A28183
;;;;;;;;31311;61;;A28184;28184;;;;A28184
;;;;;;;;31312;61;;A28185;28185;;;;A28185
;;;;;;;;31313;7306;;A28186;28186;28183;;;A28186
;;;;;;;;31314;61;;A28187;28187;;;;A28187
;;;;;;;;31315;7302;;A28188;28188;;;;A28188
;;;;;;;;31316;7306;;A28189;28189;;;;A28189
;;;;;;;;31317;61;;A28190;28190;;;;A28190
;;;;;;;;31318;61;;A28191;28191;;;;A28191
;;;;;;;;31319;61;;A28192;28192;;;;A28192
;;;;;;;;31320;61;;A28193;28193;;;;A28193
;;;;;;;;31321;7302;;A28194;28194;;;;A28194
;;;;;;;;31322;61;;A28195;28195;;;;A28195
;;;;;;;;31323;7306;;A28196;28196;;;;A28196
;;;;;;;;31324;61;;A28197;28197;;;;A28197
;;;;;;;;31325;61;;A28198;28198;;;;A28198
;;;;;;;;31326;61;;A28199;28199;;;;A28199
;;;;;;;;31327;61;;A28200;28200;;;;A28200
;;;;;;;;31328;61;;A28201;28201;;;;A28201
;;;;;;;;31329;61;;A28202;28202;;;;A28202
;;;;;;;;31330;61;;A28203;28203;;;;A28203
;;;;;;;;31331;61;;A28204;28204;28012;;;A28204
;;;;;;;;31332;61;;A28205;28205;;;;A28205
;;;;;;;;31333;61;;A28206;28206;;;;A28206
;;;;;;;;31334;61;;A28207;28207;;;;A28207
;;;;;;;;31335;7306;;A28208;28208;;;;A28208
;;;;;;;;31336;61;;A28209;28209;;;;A28209
;;;;;;;;31337;7306;;A28210;28210;;;;A28210
;;;;;;;;31338;61;;A28211;28211;;;;A28211
;;;;;;;;31339;61;;A28212;28212;;;;A28212
;;;;;;;;31340;61;;A28213;28213;;;;A28213
;;;;;;;;31341;61;;A28214;28214;;;;A28214
;;;;;;;;31342;7306;;A28215;28215;;;;A28215
;;;;;;;;31343;61;;A28216;28216;;;;A28216
;;;;;;;;31344;7306;;A28217;28217;;;;A28217
;;;;;;;;31345;61;;A28218;28218;;;;A28218
;;;;;;;;31346;61;;A28219;28219;;;;A28219
;;;;;;;;31347;61;;A28220;28220;;;;A28220
;;;;;;;;31348;7306;;A28221;28221;;;;A28221
;;;;;;;;31349;61;;A28222;28222;;;;A28222
;;;;;;;;31350;61;;A28223;28223;;;;A28223
;;;;;;;;31351;61;;A28224;28224;28330;;;A28224
;;;;;;;;31352;61;;A28225;28225;;;;A28225
;;;;;;;;31353;61;;A28226;28226;;;;A28226
;;;;;;;;31354;61;;A28227;28227;;;;A28227
;;;;;;;;31355;61;;A28228;28228;28120;;;A28228
;;;;;;;;31356;61;;A28229;28229;;;;A28229
;;;;;;;;31357;7306;;A28230;28230;;;;A28230
;;;;;;;;31358;61;;A28231;28231;;;;A28231
;;;;;;;;31359;61;;A28232;28232;;;;A28232
;;;;;;;;31360;7306;;A28233;28233;;;;A28233
;;;;;;;;31361;61;;A28234;28234;;;;A28234
;;;;;;;;31362;61;;A28235;28235;;;;A28235
;;;;;;;;31363;61;;A28236;28236;;;;A28236
;;;;;;;;31364;61;;A28237;28237;;;;A28237
;;;;;;;;31365;61;;A28238;28238;28360;;;A28238
;;;;;;;;31366;61;;A28239;28239;;;;A28239
;;;;;;;;31367;61;;A28240;28240;;;;A28240
;;;;;;;;31368;61;;A28241;28241;28103;;;A28241
;;;;;;;;31369;7306;;A28242;28242;;;;A28242
;;;;;;;;31370;61;;A28243;28243;;;;A28243
;;;;;;;;31371;61;;A28244;28244;28002;;;A28244
;;;;;;;;31372;7306;;A28245;28245;;;;A28245
;;;;;;;;31373;61;;A28246;28246;;;;A28246
;;;;;;;;31374;61;;A28247;28247;;;;A28247
;;;;;;;;31375;61;;A28248;28248;;;;A28248
;;;;;;;;31376;7302;;A28249;28249;;;;A28249
;;;;;;;;31377;61;;A28250;28250;28127;;;A28250
;;;;;;;;31378;61;;A28251;28251;;;;A28251
;;;;;;;;31379;61;;A28252;28252;;;;A28252
;;;;;;;;31380;61;;A28253;28253;;;;A28253
;;;;;;;;31381;61;;A28254;28254;;;;A28254
;;;;;;;;31382;61;;A28255;28255;;;;A28255
;;;;;;;;31383;61;;A28256;28256;;;;A28256
;;;;;;;;31384;61;;A28257;28257;;;;A28257
;;;;;;;;31385;7306;;A28258;28258;28422;;;A28258
;;;;;;;;31386;61;;A28259;28259;;;;A28259
;;;;;;;;31387;61;;A28260;28260;;;;A28260
;;;;;;;;31388;61;;A28261;28261;;;;A28261
;;;;;;;;31389;61;;A28262;28262;28103;;;A28262
;;;;;;;;31390;7306;;A28263;28263;;;;A28263
;;;;;;;;31391;7302;;A28264;28264;;;;A28264
;;;;;;;;31392;61;;A28265;28265;;;;A28265
;;;;;;;;31393;61;;A28266;28266;28168;;;A28266
;;;;;;;;31394;7306;;A28267;28267;;;;A28267
;;;;;;;;31395;61;;A28268;28268;;;;A28268
;;;;;;;;31396;61;;A28269;28269;;;;A28269
;;;;;;;;31397;61;;A28270;28270;;;;A28270
;;;;;;;;31398;7306;;A28271;28271;;;;A28271
;;;;;;;;31399;61;;A28272;28272;;;;A28272
;;;;;;;;31400;61;;A28273;28273;;;;A28273
;;;;;;;;31401;61;;A28274;28274;;;;A28274
;;;;;;;;31402;61;;A28275;28275;;;;A28275
;;;;;;;;31403;61;;A28276;28276;;;;A28276
;;;;;;;;31404;7306;;A28277;28277;;;;A28277
;;;;;;;;31405;7306;;A28278;28278;;;;A28278
;;;;;;;;31406;61;;A28279;28279;;;;A28279
;;;;;;;;31407;61;;A28280;28280;;;;A28280
;;;;;;;;31408;7306;;A28281;28281;;;;A28281
;;;;;;;;31409;61;;A28282;28282;;;;A28282
;;;;;;;;31410;61;;A28283;28283;;;;A28283
;;;;;;;;31411;61;;A28284;28284;;;;A28284
;;;;;;;;31412;61;;A28285;28285;;;;A28285
;;;;;;;;31413;61;;A28286;28286;;;;A28286
;;;;;;;;31414;61;;A28287;28287;;;;A28287
;;;;;;;;31415;61;;A28288;28288;28183;;;A28288
;;;;;;;;31416;61;;A28289;28289;;;;A28289
;;;;;;;;31417;61;;A28290;28290;;;;A28290
;;;;;;;;31418;61;;A28291;28291;;;;A28291
;;;;;;;;31419;61;;A28292;28292;;;;A28292
;;;;;;;;31420;61;;A28293;28293;;;;A28293
;;;;;;;;31421;61;;A28294;28294;;;;A28294
;;;;;;;;31422;61;;A28295;28295;28330;;;A28295
;;;;;;;;31423;61;;A28296;28296;;;;A28296
;;;;;;;;31424;61;;A28297;28297;28383;;;A28297
;;;;;;;;31425;61;;A28298;28298;;;;A28298
;;;;;;;;31426;7306;;A28299;28299;;;;A28299
;;;;;;;;31427;7306;;A28300;28300;;;;A28300
;;;;;;;;31428;61;;A28301;28301;;;;A28301
;;;;;;;;31429;61;;A28302;28302;;;;A28302
;;;;;;;;31430;7306;;A28303;28303;;;;A28303
;;;;;;;;31431;7306;;A28304;28304;;;;A28304
;;;;;;;;31432;7306;;A28305;28305;;;;A28305
;;;;;;;;31433;61;;A28306;28306;;;;A28306
;;;;;;;;31434;7306;;A28307;28307;28056;;;A28307
;;;;;;;;31435;61;;A28308;28308;;;;A28308
;;;;;;;;31436;61;;A28309;28309;;;;A28309
;;;;;;;;31437;61;;A28310;28310;;;;A28310
;;;;;;;;31439;61;;A28311;28311;;;;A28311
;;;;;;;;31440;7306;;A28312;28312;;;;A28312
;;;;;;;;31441;61;;A28313;28313;;;;A28313
;;;;;;;;31442;61;;A28314;28314;;;;A28314
;;;;;;;;31443;61;;A28315;28315;;;;A28315
;;;;;;;;31444;61;;A28316;28316;;;;A28316
;;;;;;;;31445;61;;A28317;28317;;;;A28317
;;;;;;;;31446;61;;A28318;28318;28103;;;A28318
;;;;;;;;31447;7306;;A28319;28319;;;;A28319
;;;;;;;;31448;61;;A28320;28320;28422;;;A28320
;;;;;;;;31449;7306;;A28321;28321;;;;A28321
;;;;;;;;31450;61;;A28322;28322;;;;A28322
;;;;;;;;31451;61;;A28323;28323;;;;A28323
;;;;;;;;31452;7306;;A28324;28324;;;;A28324
;;;;;;;;31453;61;;A28325;28325;;;;A28325
;;;;;;;;31454;61;;A28326;28326;;;;A28326
;;;;;;;;31455;61;;A28327;28327;;;;A28327
;;;;;;;;31456;61;;A28328;28328;28393;;;A28328
;;;;;;;;31457;61;;A28329;28329;;;;A28329
;;;;;;;;31458;61;;A28330;28330;;;;A28330
;;;;;;;;31459;61;;A28331;28331;;;;A28331
;;;;;;;;31460;61;;A28332;28332;;;;A28332
;;;;;;;;31461;7306;;A28333;28333;;;;A28333
;;;;;;;;31462;61;;A28334;28334;;;;A28334
;;;;;;;;31463;61;;A28335;28335;;;;A28335
;;;;;;;;31464;61;;A28336;28336;;;;A28336
;;;;;;;;31465;7306;;A28337;28337;;;;A28337
;;;;;;;;31466;61;;A28338;28338;28034;;;A28338
;;;;;;;;31467;61;;A28339;28339;;;;A28339
;;;;;;;;31468;61;;A28340;28340;28103;;;A28340
;;;;;;;;31469;61;;A28341;28341;;;;A28341
;;;;;;;;31470;7306;;A28342;28342;;;;A28342
;;;;;;;;31471;7306;;A28343;28343;;;;A28343
;;;;;;;;31472;7306;;A28344;28344;;;;A28344
;;;;;;;;31473;61;;A28345;28345;28048;;;A28345
;;;;;;;;31474;61;;A28346;28346;;;;A28346
;;;;;;;;31475;61;;A28347;28347;;;;A28347
;;;;;;;;31476;61;;A28348;28348;;;;A28348
;;;;;;;;31477;61;;A28349;28349;;;;A28349
;;;;;;;;31478;61;;A28350;28350;;;;A28350
;;;;;;;;31479;61;;A28351;28351;;;;A28351
;;;;;;;;31480;61;;A28352;28352;;;;A28352
;;;;;;;;31481;61;;A28353;28353;;;;A28353
;;;;;;;;31482;61;;A28354;28354;;;;A28354
;;;;;;;;31483;7306;;A28355;28355;;;;A28355
;;;;;;;;31484;61;;A28356;28356;28012;;;A28356
;;;;;;;;31485;61;;A28357;28357;;;;A28357
;;;;;;;;31486;61;;A28358;28358;;;;A28358
;;;;;;;;31487;7306;;A28359;28359;;;;A28359
;;;;;;;;31488;61;;A28360;28360;;;;A28360
;;;;;;;;31489;61;;A28361;28361;28015;;;A28361
;;;;;;;;31490;61;;A28362;28362;;;;A28362
;;;;;;;;31491;61;;A28363;28363;;;;A28363
;;;;;;;;31492;61;;A28364;28364;;;;A28364
;;;;;;;;31493;7306;;A28365;28365;;;;A28365
;;;;;;;;31494;61;;A28366;28366;;;;A28366
;;;;;;;;31495;61;;A28367;28367;;;;A28367
;;;;;;;;31496;61;;A28368;28368;;;;A28368
;;;;;;;;31497;61;;A28369;28369;;;;A28369
;;;;;;;;31498;61;;A28370;28370;;;;A28370
;;;;;;;;31499;61;;A28371;28371;;;;A28371
;;;;;;;;31500;7306;;A28372;28372;;;;A28372
;;;;;;;;31501;61;;A28373;28373;;;;A28373
;;;;;;;;31502;7306;;A28374;28374;;;;A28374
;;;;;;;;31503;61;;A28375;28375;;;;A28375
;;;;;;;;31504;7306;;A28376;28376;;;;A28376
;;;;;;;;31505;61;;A28377;28377;;;;A28377
;;;;;;;;31506;61;;A28378;28378;;;;A28378
;;;;;;;;31507;61;;A28379;28379;;;;A28379
;;;;;;;;31508;7306;;A28380;28380;;;;A28380
;;;;;;;;31509;7306;;A28381;28381;28373;;;A28381
;;;;;;;;31510;61;;A28382;28382;;;;A28382
;;;;;;;;31511;61;;A28383;28383;;;;A28383
;;;;;;;;31512;61;;A28384;28384;28393;;;A28384
;;;;;;;;31513;7306;;A28385;28385;;;;A28385
;;;;;;;;31514;61;;A28386;28386;;;;A28386
;;;;;;;;31515;61;;A28387;28387;;;;A28387
;;;;;;;;31516;61;;A28388;28388;;;;A28388
;;;;;;;;31517;61;;A28389;28389;;;;A28389
;;;;;;;;31518;61;;A28390;28390;;;;A28390
;;;;;;;;31519;61;;A28391;28391;;;;A28391
;;;;;;;;31520;61;;A28392;28392;;;;A28392
;;;;;;;;31521;7302;;A28393;28393;;;;A28393
