INSEE_COM;I_CD_POST_SIEGE;num_TC;CDCOM_TC;num_TCABS;CDCOM_TCABS 
56095;A56095;;;;
56096;A56096;100362;A56121;100362;A56121
56097;A56097;100362;A56121;100362;A56121
56098;A56098;100362;A56121;100362;A56121
56099;A56099;100362;A56121;100362;A56121
56100;A56100;100362;A56121;100362;A56121
56101;A56101;100362;A56121;100362;A56121
56102;A56102;100363;A56260;100363;A56260
56103;A56103;100363;A56260;100363;A56260
56104;A56104;100362;A56121;100362;A56121
56105;A56105;100362;A56121;100362;A56121
56106;A56106;100363;A56260;100363;A56260
56107;A56107;100362;A56121;100362;A56121
56108;A56108;100363;A56260;100363;A56260
56109;A56109;100363;A56260;100363;A56260
56110;A56110;100362;A56121;100362;A56121
56111;A56111;100363;A56260;100363;A56260
56112;A56112;100363;A56260;100363;A56260
56113;A56113;100362;A56121;100362;A56121
56114;A56114;100362;A56121;100362;A56121
56115;A56115;100363;A56260;100363;A56260
56116;A56116;100362;A56121;100362;A56121
56117;A56117;100362;A56121;100362;A56121
56118;A56118;100362;A56121;100362;A56121
56119;A56119;100362;A56121;100362;A56121
56120;A56120;100363;A56260;100363;A56260
56121;A56121;100362;A56121;100362;A56121
56122;A56122;100363;A56260;100363;A56260
56123;A56123;100363;A56260;100363;A56260
56124;A56124;100363;A56260;100363;A56260
56125;A56125;100362;A56121;100362;A56121
56126;A56126;100363;A56260;100363;A56260
56127;A56127;100363;A56260;100363;A56260
56128;A56128;100362;A56121;100362;A56121
56129;A56129;100363;A56260;100363;A56260
56130;A56130;100362;A56121;100362;A56121
56131;A56131;100362;A56121;100362;A56121
56132;A56132;100363;A56260;100363;A56260
56133;A56133;100363;A56260;100363;A56260
56134;A56134;100363;A56260;100363;A56260
56135;A56135;100363;A56260;100363;A56260
56136;A56136;100363;A56260;100363;A56260
56137;A56137;100363;A56260;100363;A56260
56138;A56138;100363;A56260;100363;A56260
56139;A56139;100363;A56260;100363;A56260
56140;A56140;100362;A56121;100362;A56121
56141;A56141;100362;A56121;100362;A56121
56142;A56142;100362;A56121;100362;A56121
56143;A56143;100363;A56260;100363;A56260
56144;A56144;100362;A56121;100362;A56121
56145;A56145;100363;A56260;100363;A56260
56146;A56146;100362;A56121;100362;A56121
56147;A56147;100363;A56260;100363;A56260
56148;A56148;100362;A56121;100362;A56121
56149;A56149;100363;A56260;100363;A56260
56150;A56150;100363;A56260;100363;A56260
56151;A56151;100362;A56121;100362;A56121
56152;A56152;100362;A56121;100362;A56121
56153;A56153;100363;A56260;100363;A56260
56154;A56154;100363;A56260;100363;A56260
56155;A56155;100363;A56260;100363;A56260
56156;A56156;100362;A56121;100362;A56121
56157;A56157;100363;A56260;100363;A56260
56158;A56158;100363;A56260;100363;A56260
56159;A56159;100363;A56260;100363;A56260
56160;A56160;100363;A56260;100363;A56260
56161;A56161;100362;A56121;100362;A56121
56162;A56162;100362;A56121;100362;A56121
56163;A56163;100362;A56121;100362;A56121
56164;A56164;100363;A56260;100363;A56260
56165;A56165;100363;A56260;100363;A56260
56166;A56166;100362;A56121;100362;A56121
56167;A56167;100362;A56121;100362;A56121
56168;A56168;100362;A56121;100362;A56121
56169;A56169;100362;A56121;100362;A56121
56170;A56170;100362;A56121;100362;A56121
56171;A56171;100363;A56260;100363;A56260
56172;A56172;100363;A56260;100363;A56260
56173;A56173;100362;A56121;100362;A56121
56174;A56174;100362;A56121;100362;A56121
56175;A56175;100362;A56121;100362;A56121
56176;A56176;100362;A56121;100362;A56121
56177;A56177;100362;A56121;100362;A56121
56178;A56178;100362;A56121;100362;A56121
56179;A56179;100362;A56121;100362;A56121
56180;A56180;100363;A56260;100363;A56260
56181;A56181;100362;A56121;100362;A56121
56182;A56182;100362;A56121;100362;A56121
56183;A56183;100363;A56260;100363;A56260
56184;A56184;100363;A56260;100363;A56260
56185;A56185;100362;A56121;100362;A56121
56186;A56186;100362;A56121;100362;A56121
56187;A56187;100363;A56260;100363;A56260
56188;A56188;100362;A56121;100362;A56121
56189;A56189;100363;A56260;100363;A56260
56190;A56190;100363;A56260;100363;A56260
56191;A56191;100363;A56260;100363;A56260
56192;A56192;100362;A56121;100362;A56121
56193;A56193;100362;A56121;100362;A56121
56194;A56194;100363;A56260;100363;A56260
56195;A56195;100363;A56260;100363;A56260
56196;A56196;100363;A56260;100363;A56260
56197;A56197;100363;A56260;100363;A56260
56198;A56198;100363;A56260;100363;A56260
56199;A56199;100362;A56121;100362;A56121
56200;A56200;100363;A56260;100363;A56260
56201;A56201;100362;A56121;100362;A56121
56202;A56202;100363;A56260;100363;A56260
56203;A56203;100362;A56121;100362;A56121
56204;A56204;100363;A56260;100363;A56260
56205;A56205;100363;A56260;100363;A56260
56206;A56206;100363;A56260;100363;A56260
56207;A56207;100362;A56121;100362;A56121
56208;A56208;100363;A56260;100363;A56260
56209;A56209;100362;A56121;100362;A56121
56210;A56210;100362;A56121;100362;A56121
56211;A56211;100363;A56260;100363;A56260
56212;A56212;100363;A56260;100363;A56260
56213;A56213;100362;A56121;100362;A56121
56214;A56214;100363;A56260;100363;A56260
56215;A56215;100362;A56121;100362;A56121
56216;A56216;100363;A56260;100363;A56260
56217;A56217;;;;
56218;A56218;100363;A56260;100363;A56260
56219;A56219;100363;A56260;100363;A56260
56220;A56220;100362;A56121;100362;A56121
56221;A56221;100363;A56260;100363;A56260
56222;A56222;100363;A56260;100363;A56260
56223;A56223;100363;A56260;100363;A56260
56224;A56224;100363;A56260;100363;A56260
56225;A56225;100363;A56260;100363;A56260
56226;A56226;100363;A56260;100363;A56260
56227;A56227;100363;A56260;100363;A56260
56228;A56228;100363;A56260;100363;A56260
56229;A56229;100363;A56260;100363;A56260
56230;A56230;100363;A56260;100363;A56260
56231;A56231;100363;A56260;100363;A56260
56232;A56232;100363;A56260;100363;A56260
56233;A56233;100362;A56121;100362;A56121
56234;A56234;100362;A56121;100362;A56121
56235;A56235;;;;
56236;A56236;100363;A56260;100363;A56260
56237;A56237;100362;A56121;100362;A56121
56238;A56238;100362;A56121;100362;A56121
56239;A56239;100363;A56260;100363;A56260
56240;A56240;100363;A56260;100363;A56260
56241;A56241;100362;A56121;100362;A56121
56242;A56242;100362;A56121;100362;A56121
56243;A56243;100363;A56260;100363;A56260
56244;A56244;100363;A56260;100363;A56260
56245;A56245;100362;A56121;100362;A56121
56246;A56246;100362;A56121;100362;A56121
56247;A56247;100363;A56260;100363;A56260
56248;A56248;100363;A56260;100363;A56260
56249;A56249;100363;A56260;100363;A56260
56250;A56250;100363;A56260;100363;A56260
56251;A56251;100363;A56260;100363;A56260
56252;A56252;100363;A56260;100363;A56260
56253;A56253;100363;A56260;100363;A56260
56254;A56254;100363;A56260;100363;A56260
56255;A56255;100363;A56260;100363;A56260
56256;A56256;100363;A56260;100363;A56260
56257;A56257;100363;A56260;100363;A56260
56258;A56258;100362;A56121;100362;A56121
56259;A56259;100363;A56260;100363;A56260
56260;A56260;100363;A56260;100363;A56260
56261;A56261;100363;A56260;100363;A56260
56262;A56262;100362;A56121;100362;A56121
56263;A56263;100362;A56121;100362;A56121
56264;A56264;100362;A56121;100362;A56121
57001;A57001;102807;A57672;102807;A57672
57002;A57002;102791;A57463;102791;A57463
57003;A57003;102791;A57463;102791;A57463
57004;A57004;102791;A57463;102791;A57463
57005;A57005;;;;
57006;A57006;102799;A57631;102799;A57631
57007;A57007;102791;A57463;102791;A57463
57008;A57008;102791;A57463;102791;A57463
57009;A57009;102791;A57463;102791;A57463
57010;A57010;102791;A57463;102791;A57463
57011;A57011;102791;A57463;102791;A57463
57012;A57012;102807;A57672;102807;A57672
57013;A57013;102799;A57631;102799;A57631
57014;A57014;102799;A57631;102799;A57631
57015;A57015;102799;A57631;102799;A57631
57016;A57016;102791;A57463;102791;A57463
57017;A57017;102791;A57463;102791;A57463
57018;A57018;102791;A57463;102791;A57463
57019;A57019;102791;A57463;102791;A57463
57020;A57020;102791;A57463;102791;A57463
57021;A57021;102791;A57463;102791;A57463
57022;A57022;102807;A57672;102807;A57672
57023;A57023;;;;
57024;A57024;102791;A57463;102791;A57463
57025;A57025;102791;A57463;102791;A57463
57026;A57026;102807;A57672;102807;A57672
57027;A57027;102791;A57463;102791;A57463
57028;A57028;102791;A57463;102791;A57463
57029;A57029;102791;A57463;102791;A57463
57030;A57030;102791;A57463;102791;A57463
57031;A57031;102791;A57463;102791;A57463
57032;A57032;102791;A57463;102791;A57463
57033;A57033;102791;A57463;102791;A57463
57034;A57034;102791;A57463;102791;A57463
57035;A57035;102791;A57463;102791;A57463
57036;A57036;102791;A57463;102791;A57463
57037;A57037;102791;A57463;102791;A57463
57038;A57038;102807;A57672;102807;A57672
57039;A57039;102791;A57463;102791;A57463
57040;A57040;102791;A57463;102791;A57463
57041;A57041;102807;A57672;102807;A57672
57042;A57042;102791;A57463;102791;A57463
57043;A57043;102791;A57463;102791;A57463
57044;A57044;102791;A57463;102791;A57463
57045;A57045;102791;A57463;102791;A57463
57046;A57046;102799;A57631;102799;A57631
57047;A57047;102791;A57463;102791;A57463
57048;A57048;102791;A57463;102791;A57463
57049;A57049;102791;A57463;102791;A57463
57050;A57050;102791;A57463;102791;A57463
57051;A57051;102799;A57631;102799;A57631
57052;A57052;102799;A57631;102799;A57631
57053;A57053;102791;A57463;102791;A57463
57054;A57054;102791;A57463;102791;A57463
57055;A57055;102791;A57463;102791;A57463
57056;A57056;102791;A57463;102791;A57463
57057;A57057;102791;A57463;102791;A57463
57058;A57058;102799;A57631;102799;A57631
57059;A57059;102791;A57463;102791;A57463
57060;A57060;102791;A57463;102791;A57463
57061;A57061;102799;A57631;102799;A57631
57062;A57062;102807;A57672;102807;A57672
57063;A57063;102799;A57631;102799;A57631
57064;A57064;102791;A57463;102791;A57463
57065;A57065;102791;A57463;102791;A57463
57066;A57066;102791;A57463;102791;A57463
57067;A57067;102807;A57672;102807;A57672
57068;A57068;;;;
57069;A57069;102791;A57463;102791;A57463
57070;A57070;102791;A57463;102791;A57463
57071;A57071;102791;A57463;102791;A57463
57072;A57072;102807;A57672;102807;A57672
57073;A57073;102799;A57631;102799;A57631
57074;A57074;102799;A57631;102799;A57631
57075;A57075;102791;A57463;102791;A57463
57076;A57076;102807;A57672;102807;A57672
57077;A57077;102791;A57463;102791;A57463
57078;A57078;;;;
57079;A57079;102791;A57463;102791;A57463
57080;A57080;102791;A57463;102791;A57463
57081;A57081;102791;A57463;102791;A57463
57082;A57082;102799;A57631;102799;A57631
57083;A57083;102799;A57631;102799;A57631
57084;A57084;102791;A57463;102791;A57463
57085;A57085;102791;A57463;102791;A57463
57086;A57086;102791;A57463;102791;A57463
57087;A57087;102791;A57463;102791;A57463
57088;A57088;102799;A57631;102799;A57631
57089;A57089;102799;A57631;102799;A57631
57090;A57090;102791;A57463;102791;A57463
57091;A57091;102799;A57631;102799;A57631
57092;A57092;102799;A57631;102799;A57631
57093;A57093;102799;A57631;102799;A57631
57094;A57094;;;;
57095;A57095;102791;A57463;102791;A57463
57096;A57096;102807;A57672;102807;A57672
57097;A57097;102791;A57463;102791;A57463
57098;A57098;102791;A57463;102791;A57463
57099;A57099;102791;A57463;102791;A57463
57100;A57100;102791;A57463;102791;A57463
57101;A57101;102799;A57631;102799;A57631
57102;A57102;102807;A57672;102807;A57672
57103;A57103;102799;A57631;102799;A57631
57104;A57104;102807;A57672;102807;A57672
57105;A57105;102799;A57631;102799;A57631
57106;A57106;102791;A57463;102791;A57463
57107;A57107;102791;A57463;102791;A57463
57108;A57108;102799;A57631;102799;A57631
57109;A57109;102807;A57672;102807;A57672
57110;A57110;102791;A57463;102791;A57463
57111;A57111;102791;A57463;102791;A57463
57112;A57112;102791;A57463;102791;A57463
57113;A57113;102791;A57463;102791;A57463
57114;A57114;102791;A57463;102791;A57463
57115;A57115;102799;A57631;102799;A57631
57116;A57116;102791;A57463;102791;A57463
57117;A57117;102807;A57672;102807;A57672
57118;A57118;102807;A57672;102807;A57672
57119;A57119;102791;A57463;102791;A57463
57120;A57120;102791;A57463;102791;A57463
57121;A57121;102791;A57463;102791;A57463
57122;A57122;102799;A57631;102799;A57631
57123;A57123;102799;A57631;102799;A57631
57124;A57124;102807;A57672;102807;A57672
57125;A57125;102791;A57463;102791;A57463
57126;A57126;102791;A57463;102791;A57463
57127;A57127;102791;A57463;102791;A57463
57128;A57128;102791;A57463;102791;A57463
57129;A57129;102791;A57463;102791;A57463
57130;A57130;102791;A57463;102791;A57463
57131;A57131;102791;A57463;102791;A57463
57132;A57132;102791;A57463;102791;A57463
57133;A57133;102791;A57463;102791;A57463
57134;A57134;102791;A57463;102791;A57463
57135;A57135;;;;
57136;A57136;102791;A57463;102791;A57463
57137;A57137;102791;A57463;102791;A57463
57138;A57138;102791;A57463;102791;A57463
57139;A57139;102791;A57463;102791;A57463
57140;A57140;102791;A57463;102791;A57463
57141;A57141;102791;A57463;102791;A57463
57142;A57142;102791;A57463;102791;A57463
57143;A57143;102807;A57672;102807;A57672
57144;A57144;102799;A57631;102799;A57631
57145;A57145;102791;A57463;102791;A57463
57146;A57146;102791;A57463;102791;A57463
57147;A57147;102791;A57463;102791;A57463
57148;A57148;102791;A57463;102791;A57463
57149;A57149;102791;A57463;102791;A57463
57150;A57150;102791;A57463;102791;A57463
57151;A57151;102791;A57463;102791;A57463
57152;A57152;102807;A57672;102807;A57672
57153;A57153;102791;A57463;102791;A57463
57154;A57154;102791;A57463;102791;A57463
57155;A57155;102791;A57463;102791;A57463
57156;A57156;102791;A57463;102791;A57463
57157;A57157;;;;
57158;A57158;102791;A57463;102791;A57463
57159;A57159;102791;A57463;102791;A57463
57160;A57160;102791;A57463;102791;A57463
57161;A57161;102791;A57463;102791;A57463
57162;A57162;102791;A57463;102791;A57463
57163;A57163;102791;A57463;102791;A57463
57164;A57164;;;;
57165;A57165;102791;A57463;102791;A57463
57166;A57166;102791;A57463;102791;A57463
57167;A57167;102791;A57463;102791;A57463
57168;A57168;102791;A57463;102791;A57463
57169;A57169;102791;A57463;102791;A57463
57170;A57170;;;;
57171;A57171;102791;A57463;102791;A57463
57172;A57172;102791;A57463;102791;A57463
57173;A57173;102791;A57463;102791;A57463
57174;A57174;102799;A57631;102799;A57631
57175;A57175;102791;A57463;102791;A57463
57176;A57176;102799;A57631;102799;A57631
57177;A57177;102791;A57463;102791;A57463
57178;A57178;102799;A57631;102799;A57631
57179;A57179;102807;A57672;102807;A57672
57180;A57180;102791;A57463;102791;A57463
57181;A57181;102791;A57463;102791;A57463
57182;A57182;102791;A57463;102791;A57463
57183;A57183;102791;A57463;102791;A57463
57184;A57184;102791;A57463;102791;A57463
57185;A57185;;;;
57186;A57186;102791;A57463;102791;A57463
57187;A57187;102791;A57463;102791;A57463
57188;A57188;102799;A57631;102799;A57631
57189;A57189;102799;A57631;102799;A57631
57190;A57190;102791;A57463;102791;A57463
57191;A57191;102807;A57672;102807;A57672
57192;A57192;102799;A57631;102799;A57631
57193;A57193;102791;A57463;102791;A57463
57194;A57194;102807;A57672;102807;A57672
57195;A57195;102799;A57631;102799;A57631
57196;A57196;102799;A57631;102799;A57631
57197;A57197;102799;A57631;102799;A57631
57198;A57198;102799;A57631;102799;A57631
57199;A57199;102807;A57672;102807;A57672
57200;A57200;102791;A57463;102791;A57463
57201;A57201;102799;A57631;102799;A57631
57202;A57202;102799;A57631;102799;A57631
57203;A57203;102807;A57672;102807;A57672
57204;A57204;102791;A57463;102791;A57463
57205;A57205;102791;A57463;102791;A57463
57206;A57206;102807;A57672;102807;A57672
57207;A57207;102799;A57631;102799;A57631
57208;A57208;102799;A57631;102799;A57631
57209;A57209;102791;A57463;102791;A57463
57210;A57210;102791;A57463;102791;A57463
57211;A57211;102791;A57463;102791;A57463
57212;A57212;102791;A57463;102791;A57463
57213;A57213;102791;A57463;102791;A57463
57214;A57214;102807;A57672;102807;A57672
57215;A57215;102807;A57672;102807;A57672
57216;A57216;102791;A57463;102791;A57463
57217;A57217;102791;A57463;102791;A57463
57218;A57218;102791;A57463;102791;A57463
57219;A57219;102791;A57463;102791;A57463
57220;A57220;102791;A57463;102791;A57463
57221;A57221;102807;A57672;102807;A57672
57222;A57222;102799;A57631;102799;A57631
57223;A57223;;;;
57224;A57224;102799;A57631;102799;A57631
57225;A57225;102791;A57463;102791;A57463
57226;A57226;102807;A57672;102807;A57672
57227;A57227;102799;A57631;102799;A57631
57228;A57228;102791;A57463;102791;A57463
57229;A57229;102791;A57463;102791;A57463
57230;A57230;102791;A57463;102791;A57463
57231;A57231;102791;A57463;102791;A57463
57232;A57232;102791;A57463;102791;A57463
57233;A57233;102791;A57463;102791;A57463
57234;A57234;102799;A57631;102799;A57631
57235;A57235;102791;A57463;102791;A57463
57236;A57236;102791;A57463;102791;A57463
57237;A57237;102799;A57631;102799;A57631
57238;A57238;102791;A57463;102791;A57463
57239;A57239;102799;A57631;102799;A57631
57240;A57240;102799;A57631;102799;A57631
57241;A57241;102791;A57463;102791;A57463
57242;A57242;102807;A57672;102807;A57672
57243;A57243;;;;
57244;A57244;102791;A57463;102791;A57463
57245;A57245;102807;A57672;102807;A57672
57246;A57246;102791;A57463;102791;A57463
57247;A57247;102791;A57463;102791;A57463
57248;A57248;102791;A57463;102791;A57463
57249;A57249;102791;A57463;102791;A57463
57250;A57250;102799;A57631;102799;A57631
57251;A57251;102791;A57463;102791;A57463
57252;A57252;102791;A57463;102791;A57463
57253;A57253;102791;A57463;102791;A57463
57254;A57254;102791;A57463;102791;A57463
57255;A57255;102791;A57463;102791;A57463
57256;A57256;102791;A57463;102791;A57463
57257;A57257;102791;A57463;102791;A57463
57258;A57258;102799;A57631;102799;A57631
57259;A57259;102807;A57672;102807;A57672
57260;A57260;102799;A57631;102799;A57631
57261;A57261;102799;A57631;102799;A57631
57262;A57262;102799;A57631;102799;A57631
57263;A57263;102799;A57631;102799;A57631
57264;A57264;102799;A57631;102799;A57631
57265;A57265;102791;A57463;102791;A57463
57266;A57266;102791;A57463;102791;A57463
57267;A57267;102799;A57631;102799;A57631
57268;A57268;102791;A57463;102791;A57463
57269;A57269;102807;A57672;102807;A57672
57270;A57270;102791;A57463;102791;A57463
57271;A57271;102799;A57631;102799;A57631
57272;A57272;102791;A57463;102791;A57463
57273;A57273;102791;A57463;102791;A57463
57274;A57274;102791;A57463;102791;A57463
57275;A57275;102799;A57631;102799;A57631
57276;A57276;102791;A57463;102791;A57463
57277;A57277;102791;A57463;102791;A57463
57278;A57278;102791;A57463;102791;A57463
57279;A57279;;;;
57280;A57280;102791;A57463;102791;A57463
57281;A57281;102791;A57463;102791;A57463
57282;A57282;102807;A57672;102807;A57672
57283;A57283;102791;A57463;102791;A57463
57284;A57284;102791;A57463;102791;A57463
57285;A57285;;;;
57286;A57286;102807;A57672;102807;A57672
57287;A57287;102807;A57672;102807;A57672
57288;A57288;102791;A57463;102791;A57463
57289;A57289;102799;A57631;102799;A57631
57290;A57290;102791;A57463;102791;A57463
57291;A57291;102791;A57463;102791;A57463
57292;A57292;102791;A57463;102791;A57463
57293;A57293;102791;A57463;102791;A57463
57294;A57294;102799;A57631;102799;A57631
57295;A57295;102791;A57463;102791;A57463
57296;A57296;102791;A57463;102791;A57463
57297;A57297;102799;A57631;102799;A57631
57298;A57298;102791;A57463;102791;A57463
57299;A57299;102791;A57463;102791;A57463
57300;A57300;102791;A57463;102791;A57463
57301;A57301;102799;A57631;102799;A57631
57302;A57302;102791;A57463;102791;A57463
57303;A57303;102791;A57463;102791;A57463
57304;A57304;102791;A57463;102791;A57463
57305;A57305;102807;A57672;102807;A57672
57306;A57306;102807;A57672;102807;A57672
57307;A57307;102791;A57463;102791;A57463
57308;A57308;102799;A57631;102799;A57631
57309;A57309;102791;A57463;102791;A57463
57310;A57310;102791;A57463;102791;A57463
57311;A57311;102799;A57631;102799;A57631
57312;A57312;102791;A57463;102791;A57463
57313;A57313;102791;A57463;102791;A57463
57314;A57314;102791;A57463;102791;A57463
57315;A57315;102791;A57463;102791;A57463
57316;A57316;102799;A57631;102799;A57631
57317;A57317;102791;A57463;102791;A57463
57318;A57318;102791;A57463;102791;A57463
57319;A57319;102791;A57463;102791;A57463
57320;A57320;102791;A57463;102791;A57463
57321;A57321;102791;A57463;102791;A57463
57322;A57322;102791;A57463;102791;A57463
57323;A57323;102807;A57672;102807;A57672
57324;A57324;102791;A57463;102791;A57463
57325;A57325;102799;A57631;102799;A57631
57326;A57326;102791;A57463;102791;A57463
57327;A57327;;;;
57328;A57328;102791;A57463;102791;A57463
57329;A57329;102791;A57463;102791;A57463
57330;A57330;102799;A57631;102799;A57631
57331;A57331;102807;A57672;102807;A57672
57332;A57332;102799;A57631;102799;A57631
57333;A57333;102791;A57463;102791;A57463
57334;A57334;102791;A57463;102791;A57463
57335;A57335;102791;A57463;102791;A57463
57336;A57336;102799;A57631;102799;A57631
57337;A57337;102799;A57631;102799;A57631
57338;A57338;102799;A57631;102799;A57631
57339;A57339;102791;A57463;102791;A57463
57340;A57340;102799;A57631;102799;A57631
57341;A57341;102807;A57672;102807;A57672
57342;A57342;102791;A57463;102791;A57463
57343;A57343;102807;A57672;102807;A57672
57344;A57344;102791;A57463;102791;A57463
57345;A57345;102807;A57672;102807;A57672
57346;A57346;102791;A57463;102791;A57463
57347;A57347;102791;A57463;102791;A57463
57348;A57348;102799;A57631;102799;A57631
57349;A57349;102791;A57463;102791;A57463
57350;A57350;102791;A57463;102791;A57463
57351;A57351;102791;A57463;102791;A57463
57352;A57352;102791;A57463;102791;A57463
57353;A57353;102791;A57463;102791;A57463
57354;A57354;102791;A57463;102791;A57463
57355;A57355;102799;A57631;102799;A57631
57356;A57356;102807;A57672;102807;A57672
57357;A57357;102799;A57631;102799;A57631
57358;A57358;102807;A57672;102807;A57672
57359;A57359;102807;A57672;102807;A57672
57360;A57360;102799;A57631;102799;A57631
57361;A57361;102807;A57672;102807;A57672
57362;A57362;102791;A57463;102791;A57463
57363;A57363;;;;
57364;A57364;102807;A57672;102807;A57672
57365;A57365;102807;A57672;102807;A57672
57366;A57366;102799;A57631;102799;A57631
57367;A57367;102807;A57672;102807;A57672
57368;A57368;102807;A57672;102807;A57672
57369;A57369;;;;
57370;A57370;102807;A57672;102807;A57672
57371;A57371;102807;A57672;102807;A57672
57372;A57372;102807;A57672;102807;A57672
57373;A57373;102799;A57631;102799;A57631
57374;A57374;102791;A57463;102791;A57463
57375;A57375;102791;A57463;102791;A57463
57376;A57376;102799;A57631;102799;A57631
57377;A57377;102791;A57463;102791;A57463
57378;A57378;;;;
57379;A57379;102799;A57631;102799;A57631
57380;A57380;102791;A57463;102791;A57463
57381;A57381;102791;A57463;102791;A57463
57382;A57382;102791;A57463;102791;A57463
57383;A57383;102791;A57463;102791;A57463
57384;A57384;102799;A57631;102799;A57631
57385;A57385;102791;A57463;102791;A57463
57386;A57386;102791;A57463;102791;A57463
57387;A57387;102807;A57672;102807;A57672
57388;A57388;102807;A57672;102807;A57672
57389;A57389;102799;A57631;102799;A57631
57390;A57390;102799;A57631;102799;A57631
57391;A57391;102791;A57463;102791;A57463
57392;A57392;102791;A57463;102791;A57463
57393;A57393;102799;A57631;102799;A57631
57394;A57394;102791;A57463;102791;A57463
57395;A57395;102791;A57463;102791;A57463
57396;A57396;102791;A57463;102791;A57463
57397;A57397;102791;A57463;102791;A57463
57398;A57398;102799;A57631;102799;A57631
57399;A57399;102791;A57463;102791;A57463
57400;A57400;;;;
57401;A57401;102791;A57463;102791;A57463
57402;A57402;102799;A57631;102799;A57631
57403;A57403;102791;A57463;102791;A57463
57404;A57404;102791;A57463;102791;A57463
57405;A57405;102791;A57463;102791;A57463
57406;A57406;102791;A57463;102791;A57463
57407;A57407;102791;A57463;102791;A57463
57408;A57408;102799;A57631;102799;A57631
57409;A57409;102799;A57631;102799;A57631
57410;A57410;102791;A57463;102791;A57463
57411;A57411;102807;A57672;102807;A57672
57412;A57412;102791;A57463;102791;A57463
57413;A57413;102791;A57463;102791;A57463
57414;A57414;102791;A57463;102791;A57463
57415;A57415;102791;A57463;102791;A57463
57416;A57416;102791;A57463;102791;A57463
57417;A57417;102791;A57463;102791;A57463
57418;A57418;102791;A57463;102791;A57463
57419;A57419;102799;A57631;102799;A57631
57420;A57420;;;;
57421;A57421;102799;A57631;102799;A57631
57422;A57422;102791;A57463;102791;A57463
57423;A57423;102791;A57463;102791;A57463
57424;A57424;102791;A57463;102791;A57463
57425;A57425;102791;A57463;102791;A57463
57426;A57426;102807;A57672;102807;A57672
57427;A57427;102791;A57463;102791;A57463
57428;A57428;102799;A57631;102799;A57631
57429;A57429;;;;
57430;A57430;102791;A57463;102791;A57463
57431;A57431;102791;A57463;102791;A57463
57432;A57432;102791;A57463;102791;A57463
57433;A57433;102791;A57463;102791;A57463
57434;A57434;102791;A57463;102791;A57463
57435;A57435;;;;
57436;A57436;102791;A57463;102791;A57463
57437;A57437;102807;A57672;102807;A57672
57438;A57438;102791;A57463;102791;A57463
57439;A57439;102807;A57672;102807;A57672
57440;A57440;102791;A57463;102791;A57463
57441;A57441;102807;A57672;102807;A57672
57442;A57442;102791;A57463;102791;A57463
57443;A57443;102791;A57463;102791;A57463
57444;A57444;102791;A57463;102791;A57463
57445;A57445;102791;A57463;102791;A57463
57446;A57446;102791;A57463;102791;A57463
57447;A57447;102791;A57463;102791;A57463
57448;A57448;102791;A57463;102791;A57463
57449;A57449;102791;A57463;102791;A57463
57450;A57450;;;;
57451;A57451;102791;A57463;102791;A57463
57452;A57452;102791;A57463;102791;A57463
57453;A57453;102799;A57631;102799;A57631
57454;A57454;102791;A57463;102791;A57463
57455;A57455;102791;A57463;102791;A57463
57456;A57456;102799;A57631;102799;A57631
57457;A57457;102791;A57463;102791;A57463
57458;A57458;;;;
57459;A57459;102807;A57672;102807;A57672
57460;A57460;102791;A57463;102791;A57463
57461;A57461;102791;A57463;102791;A57463
57462;A57462;102791;A57463;102791;A57463
57463;A57463;102791;A57463;102791;A57463
57464;A57464;102807;A57672;102807;A57672
57465;A57465;102807;A57672;102807;A57672
57466;A57466;102799;A57631;102799;A57631
57467;A57467;102791;A57463;102791;A57463
57468;A57468;102791;A57463;102791;A57463
57469;A57469;102791;A57463;102791;A57463
57470;A57470;102791;A57463;102791;A57463
57471;A57471;102791;A57463;102791;A57463
57472;A57472;102791;A57463;102791;A57463
57473;A57473;102791;A57463;102791;A57463
57474;A57474;102807;A57672;102807;A57672
57475;A57475;102807;A57672;102807;A57672
57476;A57476;102807;A57672;102807;A57672
57477;A57477;102799;A57631;102799;A57631
57478;A57478;102791;A57463;102791;A57463
57479;A57479;102807;A57672;102807;A57672
57480;A57480;102791;A57463;102791;A57463
57481;A57481;102791;A57463;102791;A57463
57482;A57482;102791;A57463;102791;A57463
57483;A57483;102799;A57631;102799;A57631
57484;A57484;102799;A57631;102799;A57631
57485;A57485;102791;A57463;102791;A57463
57486;A57486;102791;A57463;102791;A57463
57487;A57487;102791;A57463;102791;A57463
57488;A57488;102791;A57463;102791;A57463
57489;A57489;102799;A57631;102799;A57631
57490;A57490;102791;A57463;102791;A57463
57491;A57491;102807;A57672;102807;A57672
57492;A57492;102807;A57672;102807;A57672
57493;A57493;102791;A57463;102791;A57463
57494;A57494;102791;A57463;102791;A57463
57495;A57495;102791;A57463;102791;A57463
57496;A57496;102791;A57463;102791;A57463
57497;A57497;102799;A57631;102799;A57631
57498;A57498;102807;A57672;102807;A57672
57499;A57499;102799;A57631;102799;A57631
57500;A57500;102791;A57463;102791;A57463
57501;A57501;102791;A57463;102791;A57463
57502;A57502;102791;A57463;102791;A57463
57503;A57503;;;;
57504;A57504;102791;A57463;102791;A57463
57505;A57505;102791;A57463;102791;A57463
57506;A57506;102791;A57463;102791;A57463
57507;A57507;102791;A57463;102791;A57463
