"I_CD_POST_SIEGE";"distance_TC";"distance_TCABS"
"15144";14.5484271265374;14.5484271265374
"15058";14.80220187978;14.80220187978
"15216";49.0009973366332;49.0009973366332
"15116";44.9550959320016;44.9550959320016
"15097";64.6694766351985;64.6694766351985
"15201";27.8104602644306;27.8104602644306
"15241";44.2024929274909;44.2024929274909
"15006";30.3255132021517;30.3255132021517
"15025";34.3587724556815;34.3587724556815
"15235";44.3158003400429;44.3158003400429
"15232";44.2890194741991;44.2890194741991
"15149";29.9130406551516;29.9130406551516
"15002";51.9821725796095;51.9821725796095
"15236";20.2836431555444;20.2836431555444
"15114";54.3821646649736;54.3821646649736
"15117";17.1376478036332;17.1376478036332
"15172";21.1687477465153;21.1687477465153
"15120";34.0986943753334;34.0986943753334
"15013";65.7793290255207;65.7793290255207
"15128";44.9244646569487;44.9244646569487
"15069";57.4678702925977;57.4678702925977
"15045";44.767994835531;44.767994835531
"15036";38.5140243087286;38.5140243087286
"15179";18.6517911634635;18.6517911634635
"15004";51.3190600262492;51.3190600262492
"15181";30.4408406405322;30.4408406405322
"15126";60.7298424557717;60.7298424557717
"15084";20.5853954204743;20.5853954204743
"15255";7.11913427802496;7.11913427802496
"15152";31.3119045888733;31.3119045888733
"15253";47.7550936268177;47.7550936268177
"15035";46.8043446732844;46.8043446732844
"15199";47.7184734782403;47.7184734782403
"15089";18.2962194073784;18.2962194073784
"15196";13.1857311317592;13.1857311317592
"15091";51.4621127995797;51.4621127995797
"15010";42.6876609622386;42.6876609622386
"15052";35.9493681522016;35.9493681522016
"15249";30.9819253732881;30.9819253732881
"15221";8.65790860886737;8.65790860886737
"15051";68.9854999545666;68.9854999545666
"15142";42.4632501244026;42.4632501244026
"15174";26.3965266353931;26.3965266353931
"15200";21.1920075092637;21.1920075092637
"15090";14.5953266317794;14.5953266317794
"15047";43.7188691218265;43.7188691218265
"15072";11.5259200043119;11.5259200043119
"15007";49.7188420951818;49.7188420951818
"15191";16.9417763703183;16.9417763703183
"15066";29.0077383419404;29.0077383419404
"15027";23.459472448567;23.459472448567
"15219";24.8871577856548;24.8871577856548
"15003";28.1836013542196;28.1836013542196
